Sentiment,News Headline
negative,the personnel reduction will primarily affect those work for the parent company in the diagnostic business or in production and logistic in the liquid handling business
positive,in the asiapacific region   visa wave be available in malaysia   taiwan and south korea and will be expand to japan and southeast asia this year   jung add
negative,in the third quarter of fiscal 2008 efore swing to a net loss of eur 400000 versus a net profit of eur 200000 for the corresponding period of fiscal 2007
negative,konecranes oyj kcr1v fh fall 55 percent to 2051 euro   the big fall since june
neutral,meanwhile   minority shareholder   expect teliasonera to retain the bid   sell share now
negative,net sale for the financial year 2006 be expect to amount to about eur20 m and the operating result ebit be expect to be a loss   as announce before
negative,operate loss total eur 25mn compare to a profit of eur 63mn in the corresponding period in 2005
negative,production level have be agree with producer a long time ago   so a fall in consumption will lead to loss
negative,return on investment roi be 41   compare to 438   in the first half of 2008
negative,ssh communications security corp stock exchange release october 14   2008 at 245 pm the company update its full year outlook and estimate its result to remain at loss for the full year
